Vehiculo;Etiqueta;Matricula;TipoVehiculo;TipoServicio;Sintetizador SIRCI;NivelEmision ;Marca;Accesible;Operador;Modelo;Zona;Concesion
6156;B0156;WDG594;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2014;SUR;AUTOPISTA SUR T2
6157;B0157;WDG593;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2014;SUR;AUTOPISTA SUR T2
6158;B0158;WDG592;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2014;SUR;AUTOPISTA SUR T2
6159;B0159;WDG328;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2014;SUR;AUTOPISTA SUR T2
6160;B0160;WDG331;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2014;SUR;AUTOPISTA SUR T2
6161;B0161;WDG332;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2014;SUR;AUTOPISTA SUR T2
6162;B0162;ESO495;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6163;B0163;ESN894;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6164;B0164;ESN892;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6165;B0165;ESN891;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6166;B0166;ESN895;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6167;B0167;ESN896;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6168;B0168;ESN897;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6169;B0169;ESN934;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6170;B0170;ESO002;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6171;B0171;ESO003;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6172;B0172;ESN997;BIARTICULADO;TRONCAL;SI;EURO V-CON FILTRO;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6173;B0173;ESO007;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6174;B0174;ESO004;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6175;B0175;ESO005;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6176;B0176;ESO006;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6177;B0177;ESO169;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6178;B0178;ESO170;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6179;B0179;ESO171;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6180;B0180;ESO175;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6181;B0181;ESO174;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6182;B0182;ESO178;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6183;B0183;ESO176;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6184;B0184;ESO177;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6186;B0186;ESO284;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6187;B0187;ESO173;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6188;B0188;ESO180;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6189;B0189;ESO181;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6190;B0190;ESO182;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6191;B0191;ESO184;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6192;B0192;ESO185;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6193;B0193;ESO285;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6194;B0194;ESO286;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6195;B0195;ESO186;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6196;B0196;ESO404;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6197;B0197;ESO406;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6198;B0198;ESO405;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6199;B0199;ESO407;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6201;B0201;ESO409;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6203;B0203;ESO411;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6204;B0204;ESO412;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6205;B0205;ESO413;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6206;B0206;ESO444;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6207;B0207;ESO491;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6208;B0208;ESO492;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6209;B0209;ESO493;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2019;SUR;AUTOPISTA SUR T2
6210;B0210;VFB022;BIARTICULADO;TRONCAL;SI;EURO III;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2009;SUR;AUTOPISTA SUR T2
6211;B0211;VFB023;BIARTICULADO;TRONCAL;SI;EURO III;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2009;SUR;AUTOPISTA SUR T2
6212;B0212;VFB025;BIARTICULADO;TRONCAL;SI;EURO III;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2009;SUR;AUTOPISTA SUR T2
6213;B0213;VFB026;BIARTICULADO;TRONCAL;SI;EURO III;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2009;SUR;AUTOPISTA SUR T2
6214;B0214;VFB027;BIARTICULADO;TRONCAL;SI;EURO III;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2009;SUR;AUTOPISTA SUR T2
6215;B0215;VFB598;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2009;SUR;AUTOPISTA SUR T2
6216;B0216;VFE966;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2010;SUR;AUTOPISTA SUR T2
6217;B0217;VFE988;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2010;SUR;AUTOPISTA SUR T2
6218;B0218;VFE997;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2010;SUR;AUTOPISTA SUR T2
6219;B0219;SMX867;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;CONNEXIÓN MOVIL;2010;SUR;AUTOPISTA SUR T2
7001;E0001;TGW242;ARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7002;E0002;TGW243;ARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7003;E0003;TGW244;ARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7004;E0004;TGW246;ARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7005;E0005;TGX882;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7006;E0006;TGX722;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7007;E0007;TGX723;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7008;E0008;TGX724;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7009;E0009;TGX717;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7011;E0011;TGX720;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7012;E0012;TGX721;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7013;E0013;TAT879;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7014;E0014;TGX716;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7015;E0015;TGX715;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7017;E0017;TSM995;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7018;E0018;TAU256;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7019;E0019;WHP510;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7020;E0020;WHP511;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7021;E0021;WHP508;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7022;E0022;WHP506;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7023;E0023;WHP504;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7024;E0024;WHP509;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7025;E0025;WHP505;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7026;E0026;WHP512;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7027;E0027;WHP507;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7028;E0028;WHP503;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7029;E0029;WHP756;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7030;E0030;WHP755;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7031;E0031;WHP751;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7032;E0032;WHP752;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7033;E0033;WHP753;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7034;E0034;WHP754;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7035;E0035;WHP758;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7037;E0037;WHP760;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7038;E0038;WHP757;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2014;ENGATIVÁ;ENGATIVA T3
7039;E0039;TGX714;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7040;E0040;TGX719;ARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7041;E0041;TGW247;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7042;E0042;TGW248;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7043;E0043;TGW488;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7044;E0044;TGW489;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7045;E0045;TGW490;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7046;E0046;TGW491;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7047;E0047;TGW496;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7048;E0048;TGW805;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7049;E0049;TGW806;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7050;E0050;TGW807;BIARTICULADO;TRONCAL;SI;EURO IV;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7051;E0051;TGX881;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7052;E0052;TGX710;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7053;E0053;TGX709;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7054;E0054;TGX712;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7055;E0055;TSM996;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7056;E0056;TUN460;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7057;E0057;TUN461;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7058;E0058;TUN372;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7059;E0059;TUN462;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7060;E0060;TUN455;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7061;E0061;TUN456;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7062;E0062;TUN457;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7063;E0063;TUN458;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7064;E0064;TUN459;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7065;E0065;TUN376;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7066;E0066;TUN377;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7067;E0067;TUN378;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7068;E0068;TUN379;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7069;E0069;TUN380;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2012;ENGATIVÁ;ENGATIVA T3
7070;E0070;TUN374;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7071;E0071;TUN373;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7072;E0072;TUN371;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7073;E0073;TUN375;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7074;E0074;TUP500;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7075;E0075;TUP502;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7076;E0076;TUP506;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7077;E0077;TUP508;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7078;E0078;TUP509;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7079;E0079;TUP504;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7080;E0080;TUP505;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7081;E0081;TUP510;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7082;E0082;TUP514;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7083;E0083;TUP503;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7084;E0084;TUP512;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7085;E0085;TUP511;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7086;E0086;TUP507;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7087;E0087;TUP522;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7088;E0088;TUP524;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7089;E0089;TUP513;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7090;E0090;TUP523;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7091;E0091;TUP520;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7092;E0092;TUP519;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7093;E0093;TUP518;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
7094;E0094;TUP517;BIARTICULADO;TRONCAL;SI;EURO V;VOLVO;PLATAFORMA ALTA;GMOVIL ENGATIVA;2013;ENGATIVÁ;ENGATIVA T3
